N_noisy,mu_noisy,sigma_noisy,beta_noisy,m_noisy,f_noisy,lmbda_noisy,mu_b_noisy,sigma_b_noisy
149671.41530112326,2.585207096486446,0.49430656143020774,2.5230298564080256,1.0721852753873296,0.4595178258304916,0.7737638446522174,0.0,1.3263140351626195
