# values, errors, pulls
2.706892114550244477e-01,1.104720076268009797e-02,-2.616609643394463891e+00
2.935455500025458409e-01,1.386846565568159231e-02,-4.362323598604819774e-01
3.011539585416846965e-01,1.080132556568259850e-02,1.442910899258998125e-01
2.646868010090455692e-01,1.528219272214438075e-02,-2.284267914220097673e+00
2.933605607726513798e-01,1.362377301091405660e-02,-4.576458170230607858e-01
2.747398016821306355e-01,1.380260064065626409e-02,-1.800792652641396430e+00
2.534893473374899009e-01,1.192963349865272180e-02,-3.864835929023718641e+00
2.842680962359866448e-01,1.198038171647388198e-02,-1.279368857346594446e+00
3.104251278174801065e-01,1.348351961640430544e-02,8.031808179473121090e-01
3.052620107178847797e-01,1.273043010401860888e-02,4.451214270386781857e-01
2.946539453891543481e-01,1.381040127798987584e-02,-3.578084383318338446e-01
3.050246396106414126e-01,1.119188580682058641e-02,4.851028862503992123e-01
2.814004907006057987e-01,1.068298717550452900e-02,-1.703169020391786637e+00
3.028263785217686910e-01,1.446694785505352535e-02,2.233335635803927466e-01
2.847853383861911891e-01,1.287395028884353795e-02,-1.150391665704269428e+00
2.867122820286233664e-01,1.532319857210494990e-02,-8.407605901549537464e-01
2.999653186949401418e-01,1.132933637592482660e-02,3.264932556493881782e-02
2.966181961661972788e-01,1.437061158353295648e-02,-2.071747134535418255e-01
3.120954848202394105e-01,1.373009431836181606e-02,9.104133611343586674e-01
2.927080348066846693e-01,1.151967133011020175e-02,-5.978806598831419850e-01
3.107030209014665645e-01,1.405414853352383343e-02,7.903429632754606082e-01
3.205179622500222147e-01,1.204153346965335970e-02,1.737531087679370589e+00
3.185663792702910224e-01,1.350028207220353021e-02,1.405226621611373128e+00
2.938305100821686500e-01,1.420132264681216519e-02,-4.059420072603796559e-01
2.755929094561255788e-01,1.140077002739796688e-02,-2.105341480387747044e+00
2.663014219616466338e-01,1.288436535863971694e-02,-2.584062203668857194e+00
3.255719544822099909e-01,1.151758521814306817e-02,2.255379967853210044e+00
2.897297501706875278e-01,1.419699335454349329e-02,-6.949128654288626583e-01
2.965499869983243553e-01,1.282970067137573743e-02,-2.373739327869251459e-01
3.060799558252370600e-01,1.732213907232770661e-02,3.743493973228917415e-01
3.003182894098778699e-01,1.343125384108722134e-02,5.381968915654772312e-02
2.880926788035045316e-01,1.380420345312727975e-02,-8.332784096323531120e-01
2.766783186826527463e-01,1.223115874416314842e-02,-1.873665880712359399e+00
2.849040737840932702e-01,1.258931075176691373e-02,-1.166970139093012948e+00
2.982738301927010394e-01,1.368036495332579892e-02,-9.660512091422966685e-02
3.140108923313701395e-01,1.260397755225296443e-02,1.143723778342139452e+00
2.917309375911290581e-01,1.549770131144835930e-02,-5.074614456680236474e-01
2.914674755322747002e-01,1.147513044798783091e-02,-7.083098538821758217e-01
3.022314877301832681e-01,1.341505768337772353e-02,1.965004019536706059e-01
2.980680104011375064e-01,1.354967105811871568e-02,-1.127269507487536765e-01
3.145999846465999950e-01,1.471599319325967922e-02,1.019609138600622522e+00
3.316836969614575525e-01,1.208984651464754985e-02,2.654150606412817748e+00
2.986749221235888152e-01,1.076917052374889820e-02,-8.547560627339881312e-02
2.832463022985419743e-01,1.392757222409564746e-02,-1.173867271450282024e+00
2.915343139099611514e-01,1.100177006109865664e-02,-7.327102410284077605e-01
3.002112687993176432e-01,1.390032236803751854e-02,4.430438948422184275e-02
2.667639804690594696e-01,1.567436518348414368e-02,-2.094594750714525055e+00
2.867546626679490784e-01,1.317281011906716245e-02,-9.747928284969550328e-01
2.725408735637849800e-01,1.436377288299473670e-02,-1.883526714030180349e+00
2.608310643590082689e-01,1.189683060596345016e-02,-3.258376993678335776e+00
2.981016952757924998e-01,1.468302673190595257e-02,-1.017316289515106387e-01
2.798093142913444242e-01,1.139203425815223103e-02,-1.736837228843860492e+00
2.827243025525532083e-01,9.819422439515218884e-03,-1.718137808464382577e+00
2.853490824787122127e-01,1.316222175759742749e-02,-1.082365977934724999e+00
2.744852398861264975e-01,1.293108484605977673e-02,-1.941846636687460936e+00
2.937567905638750476e-01,1.188306848502191163e-02,-4.913405107992234733e-01
2.863034675934853501e-01,1.158797547859001520e-02,-1.147047293484593888e+00
2.976084993226283948e-01,1.422395520826311675e-02,-1.396885853089027130e-01
3.018149676325181940e-01,1.045579869951390392e-02,2.122787740216836583e-01
2.924402218792143682e-01,1.232009765484348533e-02,-5.807747490654447953e-01
2.928775318429540642e-01,1.181037236642934127e-02,-5.688128580356387465e-01
2.863411224726735704e-01,1.288098849730196470e-02,-1.028981668081648149e+00
3.042393327671322201e-01,1.325781446633359124e-02,3.502771347235945631e-01
2.738253390629606931e-01,1.096283320313652665e-02,-2.350677417297037053e+00
2.760567346290627722e-01,1.171068735781173598e-02,-2.010017700489917569e+00
2.673043483785995655e-01,1.239470605439571549e-02,-2.605231215879980411e+00
2.951390292770509349e-01,1.523481888590095916e-02,-2.925137646526994040e-01
2.961560065893037441e-01,1.058738593856086568e-02,-3.248598788995917808e-01
3.434097639350503495e-01,1.357432317016830578e-02,3.227736652695239794e+00
2.962163299555595763e-01,1.265368398690220296e-02,-2.670442498094612871e-01
3.281441697552509029e-01,1.620678333192619031e-02,1.761530691648358848e+00
3.280686930124431244e-01,1.351130512036100711e-02,2.107366331796264092e+00
3.056262238678758569e-01,1.508430726062334228e-02,3.998062529825961997e-01
2.870857392702179101e-01,1.335150668262169438e-02,-9.369492545161625108e-01
3.059571242903811883e-01,1.287109586299302506e-02,4.942625596865051762e-01
3.129974302800494490e-01,1.119071903696735627e-02,1.197600148177205615e+00
2.846735362580499751e-01,1.331378410570177584e-02,-1.120784829215266454e+00
2.717965257946264312e-01,1.225485958394734697e-02,-2.268397897023254561e+00
3.371504450080691773e-01,1.370597134563722973e-02,2.740048155496509708e+00
2.634422953906630505e-01,1.231819973566882984e-02,-2.934936020546824231e+00
3.026352847801071499e-01,9.511010047156532449e-03,3.196149790471619623e-01
3.003878725478742462e-01,1.625116029035620843e-02,4.876261328716538501e-02
3.055718003969119523e-01,1.540533124516138379e-02,3.879421220248793767e-01
3.056213608145685878e-01,1.554301699969857196e-02,3.876941852098328978e-01
3.062845887549461854e-01,1.443515426026068665e-02,4.633940954959712699e-01
3.208980926440646031e-01,1.185558804656446953e-02,1.796846268378045952e+00
2.951437292448442773e-01,8.956825387443507688e-03,-4.970169748496359730e-01
2.780377847200594665e-01,1.138667855579676876e-02,-1.893233279351138387e+00
3.115672635816749692e-01,1.882620051096214192e-02,6.359137666432546077e-01
2.951684219496940043e-01,1.545010402308635497e-02,-2.865353881668891156e-01
3.184171187758699229e-01,1.317933794960159805e-02,1.428121453799659379e+00
3.345573049893480477e-01,1.473510615871444218e-02,2.372692881177750124e+00
3.033620212402572958e-01,1.324426644803907913e-02,2.843945908115660948e-01
3.008088302354070542e-01,1.328702254750964082e-02,9.132269685706316531e-02
3.099294165472771811e-01,1.521550862639632455e-02,6.791749982108116201e-01
3.009747676823590901e-01,1.200074804914460710e-02,1.149381833151258692e-01
2.861893219112934816e-01,1.302980007430250449e-02,-1.028880068414405491e+00
3.071623810376328256e-01,1.643117122074734190e-02,4.605245379532225680e-01
2.953735493294485925e-01,1.135599004304836679e-02,-3.717750858987164952e-01
2.964857531466165708e-01,1.145046139055626647e-02,-2.715759872450195234e-01
3.017585987527235392e-01,1.394698547028380350e-02,1.550998424831407929e-01
2.770800260320842590e-01,1.177171032796522909e-02,-1.912670023623954885e+00
2.956758735407705729e-01,1.492165262154244304e-02,-2.626753257034429856e-01
3.020141269805940998e-01,1.115465555636724164e-02,2.168335423002461237e-01
2.962601822712817579e-01,1.576492452190504656e-02,-2.115608753630161265e-01
3.217620240040502400e-01,1.188585698643535027e-02,1.864956016733151589e+00
2.903087735662845392e-01,1.237206550540239855e-02,-7.506143523753742164e-01
3.028949181688765369e-01,1.388746600702605444e-02,2.375879562217731444e-01
2.759787582043728427e-01,1.250679012410929082e-02,-1.888307476533828799e+00
3.068701258031142909e-01,1.268495077075370431e-02,5.734907790670267236e-01
2.731079702567626444e-01,1.220024100429739113e-02,-2.171059837020869576e+00
3.055444229386385380e-01,1.407308229787291795e-02,4.227218536460796705e-01
2.819643893047699135e-01,1.050625167662709927e-02,-1.678146949175138847e+00
2.933985634106837104e-01,1.443469405783104689e-02,-4.293031821566224426e-01
3.017478835102698209e-01,1.510186679865591769e-02,1.425293995636038868e-01
2.911312319846988128e-01,1.571175718209589026e-02,-5.387170524831114138e-01
3.190107521354021425e-01,1.610144130721202424e-02,1.205813086033355352e+00
2.894339343288992450e-01,1.190768119101468306e-02,-8.533558306831640072e-01
2.859460336477548381e-01,1.162740774686891153e-02,-1.173897927428287469e+00
2.788805320073378669e-01,1.233312742840117666e-02,-1.679613838102977263e+00
3.128448716802980090e-01,1.188055252962366519e-02,1.115221547490589549e+00
3.263955606215935834e-01,1.354490196799273093e-02,1.978614328974529046e+00
3.045469269417096503e-01,1.245479836773146637e-02,3.975578963502446328e-01
2.977128083477532106e-01,1.272708899667426841e-02,-1.479218976080552417e-01
3.064140666595750462e-01,1.189722630794131861e-02,5.731288100198429492e-01
2.602255840461880632e-01,1.290402042754696874e-02,-3.050974669331327327e+00
3.520011509481577039e-01,8.987574820956955104e-03,5.830908614278430768e+00
3.139602694402626737e-01,1.097311296842580497e-02,1.309094873845591644e+00
2.986587888323098405e-01,1.260041099038994653e-02,-7.433366035222009616e-02
3.278136630460229961e-01,1.814127191475646897e-02,1.555471946809961814e+00
2.888468436160564479e-01,1.510142432798980243e-02,-7.117593449241351733e-01
2.633658391828304079e-01,8.779832153094645902e-03,-4.126455231557876857e+00
2.934606268314223221e-01,1.295306872331119900e-02,-4.736172410407242239e-01
2.964772091810128907e-01,1.327883750476571006e-02,-2.348258513620537502e-01
2.995815584685212474e-01,1.057082561045332748e-02,-1.311632142801578364e-03
2.892674236178353064e-01,1.540894077115138004e-02,-6.702602105310602187e-01
3.244458418245658726e-01,1.723960547964448892e-02,1.441472564481821594e+00
3.193898504507028391e-01,1.376087979594587361e-02,1.438456497045098592e+00
2.933250848968297353e-01,1.401374087595572658e-02,-4.474421685002435423e-01
3.145768603540334274e-01,1.281962199325263271e-02,1.168633276297129209e+00
2.846173948128648545e-01,1.309981860394295039e-02,-1.143376801095149276e+00
3.005450192186546743e-01,1.323296478723047336e-02,7.175986113128221544e-02
2.806655992267795274e-01,1.375972950613926944e-02,-1.375741017869740457e+00
3.220970201497422858e-01,1.187273037980575777e-02,1.895233524787796275e+00
2.909691135877804369e-01,1.294523481030083675e-02,-6.663695206612449962e-01
2.883588285540359397e-01,1.314267084587886214e-02,-8.549704303562756236e-01
3.071859369136054063e-01,1.474737281862565676e-02,5.147027544357501982e-01
3.123335187892384290e-01,1.243460729824911321e-02,1.024406720738513465e+00
3.018184603241978459e-01,1.289089158496169694e-02,1.724501991486249164e-01
2.926369368224325251e-01,1.298215987429570360e-02,-5.360037734948052135e-01
3.336797629638464380e-01,1.406193464081208037e-02,2.423872698266942738e+00
2.769741570209924841e-01,1.364051416587990645e-02,-1.658388108181416021e+00
3.274119885831578425e-01,1.404961217275130063e-02,1.979881347468022357e+00
3.108934253876710074e-01,1.282312672823767048e-02,8.810645113273294360e-01
3.056330581286561543e-01,1.505404857479816956e-02,4.010638464124414715e-01
3.174161691675896901e-01,1.071344950846230687e-02,1.663399416812075815e+00
2.791988435256377854e-01,1.129781128778064615e-02,-1.805356759639840769e+00
3.008633065989764765e-01,1.212750582728520064e-02,1.045460718687966223e-01
2.994179339076875612e-01,1.274892915031732021e-02,-1.392192186399350551e-02
2.936425898903456400e-01,1.158092175832808532e-02,-5.140207089769360804e-01
3.085506181393978808e-01,1.212261015611897953e-02,7.387183552800969943e-01
3.033457350130364105e-01,1.362753532938606668e-02,2.752010117179052306e-01
2.830415379340022186e-01,1.324954125607868786e-02,-1.249393110993256339e+00
2.822144902230688257e-01,1.139078632796232046e-02,-1.525876509282945159e+00
2.966779080376288902e-01,1.149916399403043583e-02,-2.537154411445517455e-01
3.138636266215956150e-01,1.425640831427494801e-02,1.000827333497525284e+00
2.846982400752525733e-01,1.059198167712599274e-02,-1.406458572345025804e+00
3.089675273436037206e-01,1.392141234164267355e-02,6.732150165828634236e-01
2.767376775710582160e-01,1.607797547852389888e-02,-1.421680606656093415e+00
3.015219823131642385e-01,1.123407496381677480e-02,1.714924296127201819e-01
2.877024273519766528e-01,1.323218061793010082e-02,-8.987933655527464705e-01
2.726551905361225270e-01,1.323721381152436101e-02,-2.035189077598118512e+00
3.028134739021984823e-01,1.722652523756552922e-02,1.868078648857796342e-01
3.262830730965829984e-01,1.272490238691188075e-02,2.097277352859268085e+00
3.025921633960071411e-01,1.170052168769540601e-02,2.561201947081323538e-01
3.443153191516427070e-01,1.403246163566808195e-02,3.186888858816091741e+00
3.018911506169394410e-01,1.267176851059920693e-02,1.811686436546981471e-01
2.929314247828377349e-01,1.558064294126673688e-02,-4.277101237382144316e-01
3.087592145188229886e-01,1.234330765721288262e-02,7.424096741443697578e-01
3.239006535174921431e-01,1.141772863743139091e-02,2.128727243932129642e+00
3.525082511434810550e-01,1.270652682923985310e-02,4.164224288147086561e+00
2.568036784458785360e-01,1.389238967961248065e-02,-3.080229250989666934e+00
2.825540478191440608e-01,1.245790106985129701e-02,-1.367917082377924309e+00
2.925438838986285095e-01,1.479854578805411824e-02,-4.765021986303273893e-01
2.741934571715250457e-01,1.238787070743812939e-02,-2.050551457272681510e+00
2.736014278395045296e-01,1.191755800598196489e-02,-2.181151176324526375e+00
3.045885869183859174e-01,1.611632162364025692e-02,3.098202885138391927e-01
3.086158231493972282e-01,1.283126904563948109e-02,7.030013644125723271e-01
2.772838838587396437e-01,1.494063986701371465e-02,-1.493345656077833095e+00
3.158822708533135515e-01,1.567409389389865654e-02,1.039093389410251644e+00
3.088073998755548333e-01,1.384719249175680664e-02,6.652595013661308787e-01
3.067848973079601582e-01,1.242763669363821689e-02,5.785069182520137243e-01
2.855934785150842092e-01,1.709438238003404761e-02,-8.190962783444984963e-01
3.127666729370435217e-01,1.162609872128232864e-02,1.132903629122366418e+00
3.223831850361052465e-01,1.304434352187350959e-02,1.746945830943929190e+00
3.129907280117876778e-01,1.082437552535055712e-02,1.237512914925038121e+00
3.119509276964337330e-01,1.337914214391162579e-02,9.234900160537137248e-01
3.421201292010322970e-01,1.198665468979008206e-02,3.547670872181365009e+00
3.185449069278208922e-01,1.243087571415923270e-02,1.524388455036104428e+00
3.130170155625233708e-01,1.363865571954746975e-02,9.840846733977702820e-01
2.908329332221349928e-01,1.448692473698822564e-02,-6.048550979670901384e-01
3.022371252223293725e-01,1.215934303860851176e-02,2.172569447850543622e-01
2.973024324850657707e-01,1.540404999427868668e-02,-1.488563734182732079e-01
3.105196970053857308e-01,1.451366140555910775e-02,7.526890146433747875e-01
3.375893560576792574e-01,1.441737942956529406e-02,2.635286997899101813e+00
2.993574060816897586e-01,1.138828060620277957e-02,-2.090020695033366696e-02
2.968987525633994817e-01,1.178614014734849676e-02,-2.288001759740699026e-01
2.830606103621963188e-01,1.460167310242391561e-02,-1.132391680390840039e+00
3.185905706919305302e-01,1.158893055663158707e-02,1.639076797978824773e+00
2.913115117753691807e-01,1.198182942111599390e-02,-6.913728644141488022e-01
3.095844810383609480e-01,1.265041410423076509e-02,7.896229682989089893e-01
2.989835768541881933e-01,1.258275284539971464e-02,-4.862581793485416803e-02
2.759094616418952262e-01,1.157633272024003596e-02,-2.046067820758136424e+00
2.804867250989143690e-01,1.572105061384785132e-02,-1.215484821823653805e+00
2.851837949804620354e-01,1.212874158256943904e-02,-1.188221253177427439e+00
3.323352005836774370e-01,1.547626085675264489e-02,2.115483667763616182e+00
3.023254114913730417e-01,1.536088942098262980e-02,1.777233019121973179e-01
3.007329145822403849e-01,1.367729102692696354e-02,8.316640165315618283e-02
2.796265994155007761e-01,1.358298725154636830e-02,-1.470134935552834365e+00
2.858817720211023206e-01,1.263098686692085658e-02,-1.085714966419612848e+00
2.777937447212442401e-01,1.369199671315221231e-02,-1.592293603239142152e+00
3.189506850792190873e-01,1.106121405400555500e-02,1.749831571973075928e+00
2.762223822916538007e-01,1.304822347924617862e-02,-1.791281491207596499e+00
3.159957449283102848e-01,1.069712439246349109e-02,1.533152352299187449e+00
3.018460139854055591e-01,1.163398007592598461e-02,1.934497452763223324e-01
2.962306789533259432e-01,1.208334411973805388e-02,-2.784613693444051852e-01
2.910761700193786883e-01,1.302719043893971543e-02,-6.539593877682318146e-01
3.100798309817546228e-01,1.436379953668609662e-02,7.299188109531105084e-01
2.693335370285499519e-01,1.090939529574214834e-02,-2.773928861705918347e+00
2.971066248501589846e-01,1.102346251095254366e-02,-2.257728595290360296e-01
3.007183006726807384e-01,1.300054685948479061e-02,8.637153357080931682e-02
3.135055784252262501e-01,1.288317472912778663e-02,1.079714838502397800e+00
3.177909432789563504e-01,1.497588137128922151e-02,1.214988241738595764e+00
2.989484045206175500e-01,9.106756120401451535e-03,-7.104823869180276752e-02
2.825286347097633599e-01,1.504010468793093823e-02,-1.134751994585509793e+00
2.693892979862451131e-01,1.407879574705784599e-02,-2.145504918148639195e+00
2.972700357805176941e-01,1.390170949273058891e-02,-1.672735086189330866e-01
2.753187393714442988e-01,1.544336321536012545e-02,-1.571981685153770902e+00
3.074817907194830058e-01,1.400994335217764161e-02,5.629121416175688619e-01
2.844813434743941327e-01,1.192315508606484400e-02,-1.267624208498158156e+00
2.977329630800257254e-01,1.193270631983343183e-02,-1.560803034301225245e-01
3.092969870048307146e-01,1.534674850541870549e-02,6.321575868815059174e-01
2.842570423625040976e-01,1.312917319017314205e-02,-1.168267103989774958e+00
2.874758307195537377e-01,1.266368606029062531e-02,-9.570351575294809843e-01
2.984185628898405329e-01,1.686108044371258108e-02,-6.979746151238967744e-02
2.921960881599239834e-01,1.446858832970689818e-02,-5.114068611691420241e-01
2.934359179989889932e-01,1.322785364874050178e-02,-4.656466323064706869e-01
2.895609452701006781e-01,1.549022849549241271e-02,-6.477940745668908651e-01
3.281169694645947321e-01,1.125734335486782735e-02,2.533594744544569899e+00
3.059481554563537320e-01,1.078700136839390138e-02,5.889247378608365446e-01
3.186558523480971794e-01,1.338493760725609216e-02,1.424020746618683164e+00
3.333309319424197503e-01,1.396433745293280092e-02,2.415833085741330599e+00
2.879200418180504761e-01,1.128026753702681198e-02,-1.035027019243439206e+00
2.806925362492664888e-01,1.533320191544689307e-02,-1.232807560882527298e+00
2.978408034424482875e-01,1.251750296656103933e-02,-1.401733289304449015e-01
3.141239564294657782e-01,1.379768914202254490e-02,1.052968564282948716e+00
2.935304529047895183e-01,1.433003436940038199e-02,-4.232348954674649000e-01
3.080370394857712690e-01,1.402837062935418343e-02,6.017531333923719084e-01
2.790445995665250534e-01,1.009340129439954652e-02,-2.036065280397174160e+00
3.087864605373472071e-01,1.151688860553671395e-02,7.980486179019541382e-01
2.918103240434678503e-01,1.098035911290845545e-02,-7.090022630086746380e-01
2.947710879503858128e-01,1.252518567167321649e-02,-3.851707814354165538e-01
3.032948163294268418e-01,1.527020513548216392e-02,2.422621564960504847e-01
3.186811036512974815e-01,1.048817292199509185e-02,1.819733550359796892e+00
3.133436534489377756e-01,1.286448225688347283e-02,1.068696716372985911e+00
3.226655618458403318e-01,1.346255248622722604e-02,1.713652620205136756e+00
2.929854297822714337e-01,1.322251017677638155e-02,-4.999046045361362767e-01
3.165241616533370217e-01,1.302115669975385803e-02,1.300094802675184846e+00
2.806904301423382431e-01,1.169153508315842228e-02,-1.616981279734783561e+00
2.856963323601999227e-01,1.275273013632168169e-02,-1.089891418887729557e+00
3.237265124821194773e-01,1.108069727115191042e-02,2.177759069528575342e+00
3.018996693906442763e-01,1.251984767602318249e-02,1.840474378845103620e-01
3.060374713855180673e-01,1.281975614194347940e-02,5.025093933942477165e-01
2.930016570693881328e-01,1.510436693138447403e-02,-4.365470240317677053e-01
2.894010939814172789e-01,1.312974760407820303e-02,-7.764299687363487301e-01
2.843718909853746868e-01,1.035658789433741012e-02,-1.469937075136187765e+00
3.050170886687242899e-01,1.134570649936659896e-02,4.778605162983106669e-01
2.835339929382341695e-01,9.902827693235536147e-03,-1.621903466613380029e+00
