# values, errors, pulls
2.967933505536246575e-01,6.463568931240388019e-03,-4.335179185604322583e-01
3.013399509011204791e-01,8.171183309075758308e-03,2.134975231818577734e-01
2.956038223102604445e-01,7.663990278955694346e-03,-5.208254509231090568e-01
3.036783697411229999e-01,6.343679210823885764e-03,6.436243230881876221e-01
3.040918914626609681e-01,8.618602917910302835e-03,5.217165708085933495e-01
2.958495320728310451e-01,7.351227139443743119e-03,-5.095600175701099355e-01
2.946006845801482088e-01,4.671092167170327880e-03,-1.069287169738162513e+00
2.979809879977987630e-01,6.038675011725541837e-03,-2.673492947102286132e-01
2.860675755039122636e-01,6.877454206236310874e-03,-1.966984816414898862e+00
3.006307045596067762e-01,6.127506934381412099e-03,1.689563255538645004e-01
3.148200305191319881e-01,6.732213872073337935e-03,2.261456231971334940e+00
2.939583759741618008e-01,5.027959000293402703e-03,-1.121140313331338234e+00
2.867773721291598243e-01,7.189932716461094886e-03,-1.782777653073382984e+00
3.045444144078078841e-01,8.167307226445898877e-03,6.059513579475849232e-01
2.945232289264397285e-01,7.810378256645656748e-03,-6.494172766104299166e-01
2.970594358790716316e-01,7.011701517321982519e-03,-3.616793467079614244e-01
3.084820898929513389e-01,6.622110399569100525e-03,1.341968927362148012e+00
2.959262390671125176e-01,5.563875440958304837e-03,-6.594655964159006345e-01
2.974113975763491013e-01,7.811599460913272626e-03,-2.795875464105563868e-01
3.037419324422342970e-01,6.505698662555167711e-03,6.373656626508816814e-01
2.823511832512826669e-01,6.770706641487371502e-03,-2.546889293094085627e+00
3.150796049613702743e-01,7.520186089093282115e-03,2.059015731094674617e+00
2.959750589109089169e-01,6.020444458203296281e-03,-6.013450696859995448e-01
3.064030093659317333e-01,6.123597601825506685e-03,1.111697127311966904e+00
3.014620718472820760e-01,9.160134080804878745e-03,2.037795874654042272e-01
2.998388286755091503e-01,6.968127850349504528e-03,3.493121503634202124e-02
2.894599369625605600e-01,6.055359825985016237e-03,-1.673804172150675340e+00
3.032333604533485327e-01,6.333652803286830661e-03,5.743821240552952068e-01
3.058266636357636625e-01,7.140222689938407509e-03,8.726954890883866778e-01
3.047069099623382904e-01,5.339375930462523373e-03,9.573190810574073728e-01
2.981256766034027228e-01,5.287934025221421516e-03,-2.779435017069076808e-01
3.009937505141007663e-01,6.901827627528651574e-03,2.026024245165913285e-01
2.909110003406367717e-01,6.550716576994299392e-03,-1.325721096380545472e+00
2.990990926943776218e-01,7.756947242501979582e-03,-6.398532738120779606e-02
2.891761244124532171e-01,6.009946762002809327e-03,-1.733675771737190674e+00
2.937078283539473755e-01,8.512458002439370411e-03,-6.916445458565921856e-01
2.948601308654254516e-01,4.489535472122528799e-03,-1.054739998635916942e+00
2.898796316439579690e-01,7.771911273507791339e-03,-1.250116157698330621e+00
3.028475222147923307e-01,5.954541280120232392e-03,5.461543649855756799e-01
3.030996540122082306e-01,4.987770722179809754e-03,7.025644730335370847e-01
2.891770793205976631e-01,8.030102736492985421e-03,-1.297411069876329481e+00
3.103052582762687028e-01,6.155332395917250711e-03,1.739927933088475376e+00
2.876559889326796293e-01,5.664868904400034884e-03,-2.107627691298310957e+00
2.976353894430437408e-01,6.720096690840235767e-03,-2.916675384739230159e-01
3.059885855144525157e-01,7.247547323986244967e-03,8.821138690776185731e-01
3.012382618796026201e-01,8.089039920253240923e-03,2.030943588646945686e-01
2.940365400789257122e-01,5.949338116522549617e-03,-9.343700619072196067e-01
2.840740825027487926e-01,7.094315557493130996e-03,-2.187856020025100712e+00
2.849597341685331520e-01,6.127663577979556783e-03,-2.388461629523804142e+00
3.067980150409452822e-01,7.312357738942585304e-03,9.849889454148827994e-01
2.990826839372336954e-01,6.815849753649789837e-03,-7.522753353822214661e-02
3.062448459327410388e-01,5.833525192237220929e-03,1.139863497704900475e+00
2.944326461214801793e-01,7.508237655031953228e-03,-6.876150727897700765e-01
2.862773536734293245e-01,7.199187222453828049e-03,-1.849940752783910458e+00
3.007303640685906609e-01,5.843723706871349101e-03,1.942153021519945899e-01
3.120171811965877229e-01,7.010430303822970909e-03,1.771896610489936075e+00
3.010984795813912984e-01,6.171761727149159896e-03,2.435376063874256369e-01
3.041593874615208248e-01,5.931390019065916307e-03,7.694594258146080223e-01
2.989070310287439969e-01,6.215039538977756850e-03,-1.107623644397759122e-01
3.075934789034541761e-01,6.397456505480196912e-03,1.250193009274076950e+00
3.052586344277359309e-01,6.735983180537776643e-03,8.407400631478317843e-01
2.942428952845888013e-01,7.494253354570448722e-03,-7.142176765767828117e-01
3.043538817318317546e-01,6.143710864977404082e-03,7.745250929352430758e-01
3.171137966243869899e-01,5.682283408642365384e-03,3.082981235074419679e+00
2.883271422914250870e-01,5.795013914726524461e-03,-1.944478715246458211e+00
3.057193859902220812e-01,6.074775725645953188e-03,1.008096885157522271e+00
2.979665701518835474e-01,6.612521379370510377e-03,-2.463286328821490956e-01
2.974138437456876893e-01,6.109566089720312211e-03,-3.570760550656468246e-01
3.027960459987601438e-01,5.890669637571490681e-03,5.433376326484634644e-01
2.941390920577178214e-01,6.176555237051730915e-03,-8.833939365941021471e-01
3.025358194586654781e-01,7.188377866383554443e-03,4.090486073705683068e-01
2.894105055475145738e-01,6.110808819128396747e-03,-1.666705383380984173e+00
3.191406680055531853e-01,7.809496104510934601e-03,2.502753601617850876e+00
3.033081783160042066e-01,6.334565957118711878e-03,5.861103725132087439e-01
2.889166352201895105e-01,7.379901881413725336e-03,-1.447009520529381810e+00
3.088224684060344449e-01,6.050850289234843520e-03,1.524917071453998352e+00
3.077572716110820172e-01,6.362468568501854563e-03,1.282811540841291231e+00
2.903810807701504015e-01,5.499971190153407109e-03,-1.675343818075610169e+00
2.999387970647088841e-01,6.783511514983132408e-03,5.061885142858342512e-02
2.983188999501855121e-01,6.651104836013216684e-03,-1.919265421994950094e-01
2.962665637444986122e-01,5.418468416405260168e-03,-6.143543715398640526e-01
3.031845166051426177e-01,7.057558555644312913e-03,5.085459899024652453e-01
2.825722809226642318e-01,8.281863920755550348e-03,-2.055472384403850938e+00
2.815188134811325016e-01,6.334488536415407850e-03,-2.853681069610814802e+00
2.920216169453902499e-01,7.887808569699764419e-03,-9.601914766126102840e-01
3.076593862014135872e-01,8.203520413153033222e-03,9.829880700139960181e-01
2.947486401765124220e-01,5.652914640410290972e-03,-8.573954561436053501e-01
3.001750760145986963e-01,7.538424564797265547e-03,7.689305722281471189e-02
2.949237584293622483e-01,5.469683452756442937e-03,-8.541015424670210798e-01
3.008146864849142177e-01,6.605564496887095238e-03,1.845811939798533974e-01
3.013409556564056735e-01,6.025520269303539893e-03,2.896898649781760593e-01
2.899216587219352048e-01,5.447803430214512646e-03,-1.775718398277771337e+00
3.074618952156037976e-01,5.818160279179404593e-03,1.352054830903596239e+00
2.962836335404220867e-01,6.571835653477171510e-03,-5.039368202997448476e-01
2.874214835864115636e-01,7.939293856826004289e-03,-1.533378173965617597e+00
3.033293414917989095e-01,6.182770564276351098e-03,6.039231036981023149e-01
3.026041998405383793e-01,7.154455483292420509e-03,4.205458185317965669e-01
3.087707495512587164e-01,6.597905013830548081e-03,1.390642337053580313e+00
3.055757348861292688e-01,6.491280322014331312e-03,9.212837970777435492e-01
3.075439643617174923e-01,6.695030121957019388e-03,1.187230036871916639e+00
2.964324850435051117e-01,6.781791218908874222e-03,-4.663868818084380696e-01
2.973304455935033563e-01,6.533734256589697649e-03,-3.466590192859670960e-01
2.822419976910097161e-01,6.218444876916258413e-03,-2.790637555794135416e+00
3.106231866689890264e-01,7.026530056341801465e-03,1.569446523019998985e+00
3.019088605070149312e-01,7.523553646456712478e-03,3.074925909429246373e-01
3.021110270289721345e-01,7.622951646860312049e-03,3.300038675754129458e-01
2.940320416993268404e-01,7.496058837791794160e-03,-7.421742443899894681e-01
2.904471708656447548e-01,4.883391624850031039e-03,-1.873339953111799794e+00
2.921489340998403850e-01,6.353864312359437660e-03,-1.171962295266943066e+00
2.818890334091923577e-01,5.701695313548845422e-03,-3.105460590273932286e+00
2.996129196380539206e-01,6.147646779915957871e-03,2.845988963323570903e-03
3.041666552285583469e-01,5.994825126434057301e-03,7.625296199606769187e-01
2.971253794484009503e-01,6.759604007360783644e-03,-3.654125377873015945e-01
2.993736793805429341e-01,6.142802461742397947e-03,-3.609820175823080096e-02
2.930850003327162834e-01,6.953332552959350620e-03,-9.363025744656404692e-01
2.923026323193209652e-01,6.276702856165193752e-03,-1.161882496426236200e+00
2.832546906102649253e-01,7.284256915076005659e-03,-2.243294420201328077e+00
2.978763960523536092e-01,7.203920728138486079e-03,-2.386238710400774565e-01
3.033302006656913297e-01,6.516726051361131956e-03,5.731063624722092520e-01
2.958124106800152919e-01,6.537017569757674201e-03,-5.787062345761465609e-01
3.046407268340333152e-01,6.403486439650535496e-03,7.878994323506040010e-01
3.008611292889835087e-01,5.150896474396660270e-03,2.457253396776716559e-01
2.997300845932753255e-01,5.579328480849337496e-03,2.413571643427562391e-02
2.877126558195779449e-01,7.839087515371136183e-03,-1.515835568908984410e+00
2.971210234901655589e-01,7.412096029216644691e-03,-3.338326976942605495e-01
2.892813905636978933e-01,7.966861112509715515e-03,-1.294616887857463094e+00
2.874141904706751793e-01,4.957518667376837121e-03,-2.457122978205168007e+00
2.934545008443735226e-01,7.474712517011997126e-03,-8.215597114695680769e-01
2.971020835347752964e-01,7.519472855244307800e-03,-3.315844097573463212e-01
2.817308097494178321e-01,6.883193293376822092e-03,-2.595396205267082479e+00
2.972682024290086433e-01,6.150144722693590485e-03,-3.784010261696683086e-01
2.944541366553288797e-01,5.903453666017829775e-03,-8.708947573238157158e-01
2.991538279992449478e-01,5.733508488145082523e-03,-7.702011862997802660e-02
2.961913971600958484e-01,5.109514904503047010e-03,-6.662132133271654322e-01
3.017810015711887006e-01,5.281953443320277011e-03,4.137821530374870549e-01
2.989717881490567275e-01,7.859388444803362683e-03,-7.934909420636780675e-02
3.072737501303641205e-01,8.345774218444994980e-03,9.200256832046070921e-01
3.048243587149961353e-01,7.198798420750317575e-03,7.263622213334964828e-01
2.937520354069516060e-01,7.292266630156798643e-03,-8.013130063087966493e-01
2.958125195024499665e-01,6.117569091544963235e-03,-6.183671886838546516e-01
2.898220181288481134e-01,7.354301491006348147e-03,-1.328937273821552356e+00
3.017369023676080286e-01,6.035439598289549928e-03,3.548173798387540545e-01
2.909304097709999870e-01,6.686111487624476178e-03,-1.295972068100601504e+00
2.915021185286433281e-01,6.720722187025040574e-03,-1.204231442589517309e+00
2.742816188260849275e-01,6.567256179581227975e-03,-3.854548076834291681e+00
3.079506986565400672e-01,6.353937461355796922e-03,1.314975982088020023e+00
2.951610136111515459e-01,5.135421888978255849e-03,-8.634947600962523673e-01
3.054471803711059086e-01,6.104575380436105467e-03,9.585854057420118979e-01
3.144445024977974290e-01,6.163509872870002147e-03,2.409192051430133485e+00
3.111872440235177728e-01,8.056968146518664678e-03,1.438732325801562739e+00
2.907387596748193248e-01,6.553819371190951031e-03,-1.351374416463223760e+00
3.013355019969196080e-01,6.711615621666693586e-03,2.592637290095028968e-01
3.034199400219328990e-01,3.765359375624527816e-03,1.015710888985381644e+00
3.109681588558023124e-01,6.114742894389949522e-03,1.859887741652802573e+00
2.861588853874110217e-01,4.886856275008408593e-03,-2.749525944618399276e+00
3.042357152825493904e-01,7.991592541517780757e-03,5.806466927930021837e-01
2.881703379760316985e-01,5.689791542627587427e-03,-2.007997207198206180e+00
3.118229380220350344e-01,6.335535992940003434e-03,1.929988959496541590e+00
2.932946509080395225e-01,7.844295317052656091e-03,-8.032299066343336902e-01
3.043678250902956406e-01,7.039774807860845439e-03,6.779196376848235506e-01
2.989362834315417161e-01,8.320858780672579086e-03,-7.921538978130251984e-02
3.267629164866022173e-01,6.564962079206002575e-03,4.138255888710344443e+00
3.124687032353720695e-01,6.967175612322649113e-03,1.847704213086805325e+00
3.012453835915406830e-01,4.657075354656153507e-03,3.542910437820555036e-01
2.898895309792917097e-01,5.570193933485108849e-03,-1.742469407668085113e+00
3.060213002212491262e-01,7.520519605811640251e-03,8.544458434913894118e-01
2.961839673572627119e-01,6.278874808950724376e-03,-5.433228483934769981e-01
3.053131963422500705e-01,8.712432718594224912e-03,6.562774168550228326e-01
3.113218936556124139e-01,6.114345083297658898e-03,1.917862010189338440e+00
2.972944826080065606e-01,5.609714217275569952e-03,-4.101707869672528983e-01
2.950278962872968092e-01,5.597203804933621740e-03,-8.160373241805202182e-01
2.987291004270871686e-01,5.180250055808276362e-03,-1.672357640553177316e-01
3.013618790681227844e-01,7.057152158688008610e-03,2.503071388053105251e-01
2.971390837554031550e-01,6.358359364185372890e-03,-3.863165963220792087e-01
2.964797255014868238e-01,7.111194946474577033e-03,-4.381398661030482256e-01
2.862164491800892607e-01,5.825567227795719165e-03,-2.296595987982607223e+00
3.147098358237515048e-01,7.027016107547849610e-03,2.150900480269137827e+00
3.038339179045164706e-01,6.192899138109621802e-03,6.844119865065976249e-01
2.925838940784161180e-01,6.478875103476357082e-03,-1.082214012890847066e+00
3.125386118459722584e-01,7.007233995701345891e-03,1.847118042689099848e+00
2.956336413951983766e-01,6.524049796457240952e-03,-6.072581037196957965e-01
3.026056912454281322e-01,7.352898660448346259e-03,4.093987801644354274e-01
3.109351179109167140e-01,5.580367885133183901e-03,2.032069326102898366e+00
2.996027144688537813e-01,5.976526026559896877e-03,1.219933729646945162e-03
2.963235899930543038e-01,5.474532558210663293e-03,-5.976461871993971053e-01
2.885249253859371033e-01,7.529071749656328361e-03,-1.470366930390335058e+00
3.066289754907168263e-01,8.580511582508401625e-03,8.197124285557796375e-01
2.915386054513499081e-01,5.811148514715434692e-03,-1.386441601245583133e+00
3.009819289586472268e-01,5.140423676218042366e-03,2.697259103162972793e-01
2.969487114145885065e-01,6.232551510823680467e-03,-4.246594807893658285e-01
3.038695479758643514e-01,7.497088771385052898e-03,5.701045569861724616e-01
2.937748823698237977e-01,8.640756876802086969e-03,-6.736147326365039545e-01
3.004870788177969598e-01,6.785793731271925859e-03,1.314002974360908294e-01
2.972156310410372648e-01,6.878669606327257081e-03,-3.459669672085400327e-01
3.039771402200192596e-01,7.068683720006952581e-03,6.198773195141742409e-01
2.868525387578231833e-01,6.833543146570740870e-03,-1.864755145614235721e+00
2.868560283251515575e-01,7.033778091583836947e-03,-1.811173882960488202e+00
3.108285290904579945e-01,6.057242328952511072e-03,1.854491693950881759e+00
3.125890741963708863e-01,5.645578266554839020e-03,2.301562405073567685e+00
3.096818993455742741e-01,6.775187060091450268e-03,1.488737617566275873e+00
3.042291343287250038e-01,8.125826545415886989e-03,5.702448605885148680e-01
3.084144541726127620e-01,5.124983413802138878e-03,1.720792041139934891e+00
2.897283026216034840e-01,5.729688770427053025e-03,-1.722104162531842730e+00
3.180178471216570935e-01,6.645864275887520753e-03,2.772013218104579124e+00
3.087892259528588479e-01,7.087145414112972636e-03,1.297250431941599391e+00
3.078964135897573895e-01,6.477977500912218169e-03,1.281416936909797855e+00
2.977102814560582678e-01,6.831564459184486481e-03,-2.759458771665660448e-01
2.873200287578724366e-01,7.026999487614181590e-03,-1.746889944553446039e+00
2.810592457381992926e-01,5.820182640689124283e-03,-3.184810324573224438e+00
2.917143784157135711e-01,5.744782984907927277e-03,-1.371861236213539614e+00
3.053660238087031464e-01,5.687885328796205703e-03,1.014542307370422725e+00
2.961295296422492007e-01,7.891962604870931750e-03,-4.391675473448787281e-01
2.845325721802196006e-01,5.674804093880098446e-03,-2.654338559315652546e+00
2.923254518979060967e-01,5.683484253332004611e-03,-1.279139922134854279e+00
3.097183103592819342e-01,6.935839137477222381e-03,1.459504272729726271e+00
3.013576241183216764e-01,6.816808833463464633e-03,2.585081462902744098e-01
3.087054880299565096e-01,6.493597156465365228e-03,1.402930349277700994e+00
2.880906896453945265e-01,5.147093672553855644e-03,-2.235190301493966913e+00
2.987305953854297869e-01,5.179248511009136059e-03,-1.669794596455029256e-01
2.894522427757010297e-01,6.875883757018727387e-03,-1.475182112715756277e+00
2.997338774583629406e-01,7.181811141627951305e-03,1.927841772287097397e-02
2.965987662996367735e-01,5.816278759804073203e-03,-5.152189788840244589e-01
2.999134048202264369e-01,6.868631859582563157e-03,4.629470956649785196e-02
3.007182492490585446e-01,5.911604324231840152e-03,1.899358760003914126e-01
3.023256113575050752e-01,5.834243545449756783e-03,4.679591849514981861e-01
2.979273881772467325e-01,6.001464204351316875e-03,-2.779380613003971656e-01
3.077399555984922652e-01,5.203834503257575433e-03,1.565102058919429329e+00
3.069580369003535036e-01,6.749300519663881982e-03,1.090870583660467519e+00
2.850184890948424532e-01,5.160167601087554956e-03,-2.824895533480964005e+00
3.041079592314863134e-01,7.170379564777487093e-03,6.293301055476941963e-01
2.923133401885553151e-01,7.195400725548673458e-03,-1.012046943925735132e+00
3.001753721839176547e-01,7.642360045233951953e-03,7.588607149063375523e-02
3.108085006275045914e-01,7.108617342301810395e-03,1.577392140326667969e+00
2.933915772299233726e-01,6.471986264779124726e-03,-9.585691346420401882e-01
3.102899965816327543e-01,6.888077090858584807e-03,1.552620990937810364e+00
3.118328360928716014e-01,7.122102149794772886e-03,1.718230423029857956e+00
2.978481664037817001e-01,7.466684776327794058e-03,-2.340070796782036111e-01
3.029345980629540303e-01,5.466475470461671510e-03,6.108459788815537861e-01
2.897274341819147669e-01,7.353423422066160224e-03,-1.341958534801794389e+00
2.973622686232949563e-01,6.527259343973601004e-03,-3.421274936677226597e-01
2.931521257597443086e-01,7.070651673057926079e-03,-9.112735347966804955e-01
2.962958644923114337e-01,5.292117540405184839e-03,-6.234855869440509846e-01
3.068215996482426267e-01,6.367039733972144032e-03,1.134934985016440745e+00
2.947815563783914850e-01,6.123356433696470168e-03,-7.861484427537086539e-01
3.108781142887871995e-01,6.252306835534283264e-03,1.804564472347298443e+00
3.036353249942503330e-01,7.732949636751478180e-03,5.224269755854222819e-01
2.983914523948902886e-01,6.359612673695736948e-03,-1.893151627389786373e-01
2.912031319768585980e-01,6.103713795816293267e-03,-1.374948401424334721e+00
2.959561978928672010e-01,6.260131576201573810e-03,-5.813337253382172554e-01
3.146243070144012499e-01,7.107513269016122077e-03,2.114506571060372764e+00
3.037028559497225166e-01,6.251427136857979315e-03,6.570391618799350519e-01
3.124900826739561155e-01,7.685836464618839639e-03,1.677717087807921059e+00
3.053457794213065291e-01,5.651274750714391226e-03,1.017532534126348143e+00
2.941266206656888982e-01,5.767108569976097526e-03,-9.482746459724853416e-01
3.051718729870575020e-01,6.414419139654656092e-03,8.693615684412326905e-01
3.040582561487968905e-01,6.627682269147113642e-03,6.733624915008673550e-01
3.098199182999083479e-01,6.177753008432927337e-03,1.655050757578614196e+00
3.196374596413887326e-01,7.278069783412475374e-03,2.753757072225231806e+00
2.943010341704282440e-01,6.215489276300485352e-03,-8.518057223470735240e-01
2.922961508410644726e-01,7.936839066758181668e-03,-9.196699845754587876e-01
3.018704421700911800e-01,7.228742967473617519e-03,3.147184340569257888e-01
3.091028833123127817e-01,5.698009363763168432e-03,1.668558123054021847e+00
2.860152667401588689e-01,6.072013498365325807e-03,-2.236516234139626746e+00
2.988626135840673492e-01,8.380635795957578488e-03,-8.744085018632972994e-02
2.915376869308131669e-01,5.517949186605315692e-03,-1.460277414644313154e+00
2.903675083929503908e-01,6.803186069147386730e-03,-1.356410807587094425e+00
2.940663273147516299e-01,6.760399824880087248e-03,-8.178652641324081207e-01
2.981439349364738423e-01,6.456554689764819679e-03,-2.248085296938600597e-01
3.039874120495343335e-01,5.897703851199606259e-03,7.446946569677493910e-01
3.047132654094243387e-01,6.948758475085130282e-03,7.365116984000182887e-01
2.982966403277539924e-01,7.633890041881159945e-03,-1.701338594462943887e-01
3.075995796399606519e-01,5.725484534355239179e-03,1.397987556994449543e+00
3.011040783916516528e-01,5.223008954895975997e-03,2.888478464256877265e-01
3.095971175043851220e-01,7.348104586242568646e-03,1.361125700353101653e+00
3.092660083168126128e-01,5.107424252440612850e-03,1.893436757094067335e+00
3.103851979138874673e-01,6.956782362168564132e-03,1.550971965056014312e+00
3.241346683813743912e-01,7.197229516174894794e-03,3.409540410383963049e+00
2.913883332965491735e-01,7.027420440725674206e-03,-1.167866683919541293e+00
3.014249698661667920e-01,5.002311280694667767e-03,3.657402069438701608e-01
2.907138302554284071e-01,7.123544089970597695e-03,-1.246794170930177970e+00
3.081073728351835794e-01,6.654123790909446945e-03,1.279199125156694317e+00
3.142834654448514731e-01,6.456536079877196570e-03,2.274910534065035517e+00
3.045840720632196907e-01,6.584612883377438143e-03,7.576221485465673977e-01
3.049395571903815161e-01,7.604036191255203296e-03,7.028022424932052203e-01
2.769284994156311908e-01,7.871433990086515106e-03,-2.879643546027824019e+00
2.979767381080546396e-01,6.303511837179043460e-03,-2.567910455194171160e-01
2.994721271340071156e-01,5.532794410400622941e-03,-2.228464678336470814e-02
2.958353388289570729e-01,5.743009059776290129e-03,-6.547237928886818770e-01
3.186969575904171625e-01,6.934287765399000172e-03,2.754649754018419827e+00
3.011282425322860945e-01,7.144981769664459671e-03,2.145308523565638281e-01
3.065929897623806966e-01,8.366257905055702465e-03,8.364033643983437294e-01
3.064869470150713426e-01,5.929789509303156486e-03,1.162186870392527105e+00
3.131712441742463549e-01,7.142890036714962497e-03,1.900606141393442083e+00
3.075897971666584074e-01,6.769250236511254251e-03,1.180983622140506117e+00
2.844985617389103605e-01,5.763728493954879684e-03,-2.619287459513649274e+00
2.957619129139874015e-01,7.595573504336881714e-03,-5.047032441976406769e-01
2.899111582558896449e-01,6.495427622248677729e-03,-1.490935749034732360e+00
2.897062642938503241e-01,6.174694396202939049e-03,-1.601562534884119149e+00
2.966325231380753102e-01,6.892244144492471435e-03,-4.298890612370694919e-01
3.051080304207473559e-01,5.939165717584675430e-03,9.281786667877892638e-01
3.084950639429579478e-01,6.520445394196673281e-03,1.364882289745258381e+00
3.092215830700805745e-01,4.865455642557273315e-03,1.978470316883459867e+00
2.900106291923643109e-01,6.911942664851507961e-03,-1.386700494427418828e+00
2.942298687246155398e-01,6.034103747486390355e-03,-8.892049263799023384e-01
2.982433329897125063e-01,5.864773020815589911e-03,-2.305443891274980839e-01
2.924746683871955466e-01,4.854158072556183194e-03,-1.466939273409890498e+00
2.958307703809227029e-01,5.649481236214910079e-03,-6.663714710852710610e-01
2.971231446528613263e-01,7.424849132393276756e-03,-3.329736141735776811e-01
3.090496659092817899e-01,7.482135313782499984e-03,1.263575437976735438e+00
3.023556083917440240e-01,5.101840309549482248e-03,5.410174997852674750e-01
3.080965836906175981e-01,7.679854045742623078e-03,1.106942936260931099e+00
2.832451249124716686e-01,6.886946922809908042e-03,-2.374099695257299469e+00
2.985702075789239407e-01,6.953533468030109049e-03,-1.474381232157014887e-01
2.938524672826769990e-01,5.129977539812612987e-03,-1.119489544724331598e+00
2.923266732201266205e-01,6.371661884565543027e-03,-1.140793471896048850e+00
2.970883582244370769e-01,5.982968704330117633e-03,-4.190336608173006461e-01
2.942351035351606359e-01,5.346607244304204219e-03,-1.002564752389028868e+00
2.820014738531373966e-01,5.595026312407939267e-03,-3.144569599433847618e+00
2.979539704772164455e-01,5.187989419141596052e-03,-3.163948291596587747e-01
2.976114001328728498e-01,6.126113755344528115e-03,-3.238632923791403551e-01
3.095305763805553667e-01,6.589552835869301115e-03,1.507712757579982688e+00
2.931982013262797726e-01,7.845432788947181296e-03,-8.154071736999191078e-01
2.962018657118205556e-01,6.433491634929486974e-03,-5.274830502495099216e-01
2.989279768084256439e-01,7.119829915538351990e-03,-9.374475270618265466e-02
2.955869923008427325e-01,7.751316295167154022e-03,-5.171290977797333710e-01
3.101930804142415399e-01,5.005303556709949850e-03,2.117285553413996713e+00
2.945489369923819378e-01,4.694821199975409559e-03,-1.074904942239837125e+00
3.116275916842520255e-01,6.689010101631007003e-03,1.798796533159713329e+00
3.001864093368627473e-01,4.898084705494311006e-03,1.206565156033244657e-01
2.914885662772086494e-01,5.358023189433163552e-03,-1.513031381041271661e+00
2.990585165895181530e-01,6.259206900335463099e-03,-8.577874516673023031e-02
3.058500913075415939e-01,5.348341334189891418e-03,1.169459354508665561e+00
2.897045856937062180e-01,6.104596392312898641e-03,-1.620227968210397496e+00
2.983780116647827829e-01,6.857828237453228795e-03,-1.775214829290025775e-01
3.122472177893311773e-01,5.974395319387327749e-03,2.117669422561871517e+00
3.044593932331799979e-01,7.218848753692073961e-03,6.737874550321416578e-01
2.842265592267308461e-01,6.832346092817644621e-03,-2.249427073460638304e+00
3.034458027636106614e-01,7.136276446041187917e-03,5.395501827257226379e-01
2.933284399962516886e-01,5.026303603852317302e-03,-1.246837437776931345e+00
3.056783246695250478e-01,7.283658627343208777e-03,8.351436383250682161e-01
2.970014419274776829e-01,5.478574691675862363e-03,-4.734774501900059218e-01
3.020149671015411319e-01,6.815053889158966677e-03,3.550292686932597919e-01
3.007145036666614701e-01,6.444821164859435882e-03,1.736402197776126533e-01
2.973685843075263846e-01,6.255918056129898541e-03,-3.559572193340195256e-01
3.096030841719021875e-01,6.818337255739164056e-03,1.467756770217052864e+00
2.953533703507050245e-01,6.006133970560458696e-03,-7.062868016690275752e-01
3.026577629566651884e-01,6.902573129205386362e-03,4.436518666553920243e-01
2.934789516332401149e-01,6.700816222494261794e-03,-9.127950486681163378e-01
3.018922509261507403e-01,6.114808297779402053e-03,3.756172411516101040e-01
3.013829106010481040e-01,6.453951045513797898e-03,2.769601264829448795e-01
2.989661383573130049e-01,5.524884088519700122e-03,-1.139001535185998060e-01
2.892842485711850098e-01,6.777512154042816990e-03,-1.521380515095379860e+00
2.900807628123169279e-01,7.116677003910810984e-03,-1.336952721842282754e+00
2.948276431024277056e-01,4.212397674299931533e-03,-1.131844799418785019e+00
2.944884463229612837e-01,6.720231859217314606e-03,-7.599406221679647633e-01
